sessao_id,item_ordem_id,resultado,materia_id,numero,ano,tipo_sigla,tipo_descricao,ementa,tema_proposto,classificador,revisada_por_humano,fonte_oficial
770,28873,UNANIMIDADE,25518,42,2026,REQ,REQUERIMENTO,INSTALAÇÃO DE ILUMINAÇÃO PRÓPRIA PARA O PROLONGAMENTO DA CICLOVIA EXISTENTE AO LADO DA AVENIDA DO CANAL NO PONTO ENTRE A RUA JOÃO BATISTA MENDES ATÉ A RUA CARMEN MIRANDA.,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25518
770,28874,UNANIMIDADE,25519,43,2026,REQ,REQUERIMENTO,"INSTALACÃO DE UMA ESTACÃO MUSCULACÃO/ACADEMIA DE CALISTENIA AO AR LIVRE NO ESPACO DE LAZER DA POPULAR VELHA, ASSOCIACÃO DE MORADORES.","Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25519
770,28875,UNANIMIDADE,25520,44,2026,REQ,REQUERIMENTO,"INSTALAÇÃO DE TELA ALAMBRADO COM ALTURA DE 1,2 METRO NO ENTORNO DO ESPACO DE LAZER PARQUINHO SITUADO AO LADO DA RUA: CASTRO ALVES, BAIRRO: VILA BANCÁRIA.","Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25520
770,28876,UNANIMIDADE,25521,45,2026,REQ,REQUERIMENTO,"SEJA SOLICITADO INFORMAÇÕES AO PODER EXECUTIVO MUNICIPAL, POR INTERMÉDIO DA SECRETARIA DE GOVERNO E DA OUVIDORIA GERAL DO MUNICÍPIO.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25521
770,28877,UNANIMIDADE,25522,46,2026,REQ,REQUERIMENTO,"SOLICITAÇÃO DE INSTALAÇÃO DE PONTO DE ÔNIBUS NA RUA MANIFE JULIO, Nº 185, BAIRRO SÃO LUIZ.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25522
770,28878,UNANIMIDADE,25523,47,2026,REQ,REQUERIMENTO,"SOLICITAÇÃO DE INSTALAÇÃO DE PONTO DE ÔNIBUS NA RUA CARLOS PINTO DE LIMA, Nº 375, BAIRRO SÃO LUIZ.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25523
770,28879,UNANIMIDADE,25524,48,2026,REQ,REQUERIMENTO,"ROÇADA DO MATO EM GALERIA NA ESQUINA DAS RUAS SÃO LUIZ E RUA SÃO SILVESTRE, NO BAIRRO SÃO LUIZ.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25524
770,28880,UNANIMIDADE,25525,49,2026,REQ,REQUERIMENTO,"REQUER INFORMAÇÕES AO PREFEITO MUNICIPAL DE CAMPO LARGO, POR MEIO DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO E DA SECRETARIA DE GOVERNO.",Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25525
770,28881,UNANIMIDADE,25508,24,2026,REQ,REQUERIMENTO,ANÁLISE E A POSSÍVEL IMPLEMENTAÇÃO DE PINTURA REFLETIVA (NAS CORES VERDE OU AMARELA) NOS POSTES DE RADARES EXISTENTES NO MUNICÍPIO DE CAMPO LARGO.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25508
770,28882,UNANIMIDADE,25552,79,2026,REQ,REQUERIMENTO,SOLICITA AO PODER EXECUTIVO MUNICIPAL A ANÁLISE PARA INSTALAÇÃO DE REDUTORES SONOROS (TACHINHAS) A UMA DISTÂNCIA DE 50 METROS DAS VIAS PRINCIPAIS QUE POSSUEM RADARES FIXOS.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25552
770,28883,UNANIMIDADE,25553,80,2026,REQ,REQUERIMENTO,"SUGERIR AO PODER EXECUTIVO MUNICIPAL A INSTALAÇÃO DE ABRIGO DE ÔNIBUS COBERTO NA RUA WALDEMAR LEO BRAGA, EM FRENTE À ESCOLA MUNICIPAL JOSÉ ALEXANDRE SÁVIO.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25553
770,28884,UNANIMIDADE,25554,81,2026,REQ,REQUERIMENTO,"INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA NA AVENIDA MARCELO PUPPI, NO TRECHO ENTRE A DIVISA DO MUNICÍPIO COM A BALSA NOVA (VIADUTO) E A AVENIDA BOM JESUS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25554
770,28885,UNANIMIDADE,25536,60,2026,REQ,REQUERIMENTO,SOLICITANDO AQUISICÃO DE MATERIAIS E EQUIPAMENTOS DESTINADOS À UPA 24H DE CAMPO LARGO EM ESPECIAL PARA ATENDIMENTO DA SALA DE PEDIATRIA CONFORME JÁ SOLICITADO NO OFICIO Nº 323/2025.,Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25536
770,28886,UNANIMIDADE,25537,61,2026,REQ,REQUERIMENTO,"MANUTENCÃO ASFÁLTICA NA RUA IRAQUE PRÓXIMO A NUMERACÃO 50, BAIRRO FRANCISCO GORSKI.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25537
770,28887,UNANIMIDADE,25538,62,2026,REQ,REQUERIMENTO,"SOLICITA A INSTALACÃO DE CAMERAS DE SEGURANCA DE MONITORAMENTO. VINCULADAS AO CIOSP NA QUADRA DE ESPORTES DO PARTENOPE, POR MEIO DA SECRETARIA MUNICIPAL DE ORDEM PÚBLICA.",Segurança pública,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25538
770,28888,UNANIMIDADE,25539,63,2026,REQ,REQUERIMENTO,"SOLICITANDO PROVIDÊNCIAS PARA A REESTRUTURACÃO E RECUPERACÃO DO CORRIMÃO DA PONTE LOCALIZADA NO CRUZAMENTO ENTRE AS RUAS MANOEL RIBAS E FRANCISCO XAVIER DA SILVA, BEM COMO DEMAIS MELHORIAS NECESSÁRIAS À SEGURANÇA DO LOCAL. BAIRRO VILA BANCÁRIA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25539
770,28889,UNANIMIDADE,25551,78,2026,REQ,REQUERIMENTO,"MANUTENCÃO ASFÁLTICA NA RUA ALCEBIADES AFONSO GUIMARÃES EM FRENTE A NUMERACÃO 22, BAIRRO SÃO MARCOS.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25551
770,28890,UNANIMIDADE,25559,89,2026,REQ,REQUERIMENTO,AQUISIÇÃO DE UNIFORMES PARA AGENTES COMUNITÁRIOS DE SAÚDE.,Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25559
770,28891,UNANIMIDADE,25563,94,2026,REQ,REQUERIMENTO,"PRODUÇÃO DE UM PLANO DE APLICAÇÃO DETALHADO REFERENTE ÀS EMENDAS IMPOSITIVAS RECEBIDAS PELA SECRETARIA DE SAÚDE NA LOA 2026, EM ESPECÍFICO ÀQUELAS DIRECIONADAS À VIGILÂNCIA AMBIENTAL.",Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25563
770,28892,UNANIMIDADE,25564,95,2026,REQ,REQUERIMENTO,AQUISIÇÃO DE MATERIAIS PARA MANEJO E TRANSPORTE DE ANIMAIS PARA A VIGILÂNCIA AMBIENTAL.,Meio ambiente e animais,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25564
770,28893,UNANIMIDADE,25565,96,2026,REQ,REQUERIMENTO,APRIMORAMENTO DA ILUMINAÇÃO DA PRAÇA SAGRADO CORAÇÃO.,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25565
770,28894,UNANIMIDADE,25566,97,2026,REQ,REQUERIMENTO,DESTINAÇÃO DE 1 (UM) VEÍCULO DA FROTA DA SAÚDE PARA UTILIZAÇÃO EXCLUSIVA DA VIGILÂNCIA AMBIENTAL.,Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25566
770,28895,UNANIMIDADE,25526,50,2026,REQ,REQUERIMENTO,SEJA INSTALADA TRAVESSIA ELEVADA COM SINALIZAÇÃO DE REDUÇÃO DE VELOCIDADE PARA ÁREA ESCOLAR NA RUA JOÃO BATISTA VALÕES EM FRENTE AO COLÉGIO ESTADUAL DESEMBARGADOR CLOTÁRIO PORTUGAL.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25526
770,28896,UNANIMIDADE,25527,51,2026,REQ,REQUERIMENTO,SOLICITAR A INSTALAÇÃO DE UMA ACADEMIA AO AR LIVRE NA RUA BERNARDINO BASSANI - BAIRRO MORADIAS BOM JESUS.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25527
770,28897,UNANIMIDADE,25528,52,2026,REQ,REQUERIMENTO,SOLICITAR O RETORNO DO PARQUINHO NA RUA BERNARDINO BASSANI - BAIRRO MORADIAS B0M JESUS.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25528
770,28898,UNANIMIDADE,25529,53,2026,REQ,REQUERIMENTO,"SOLICITAR O CONSERTO DA CALÇADA LOCALIZADA NA RUA RUI BARBOSA, NO 1500, EM FRENTE AO PRÉDIO ILHA DO MEL,TENDO EM VISTA O AFUNDAMENTO DO PASSEIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25529
770,28899,UNANIMIDADE,25530,54,2026,REQ,REQUERIMENTO,"PATROLAMENTO, NIVELAMENTO E INSERÇÃO DE MATERIAL NA RUA PARALELA A RUA JOÃO GASPARETTO NETO AO LADO DA CAPELA NOSSA SENHORA DOS QUADRAS – RONDINHA CEP83.667435.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25530
770,28900,UNANIMIDADE,25509,29,2026,REQ,REQUERIMENTO,SINALIZAÇÃO VIÁRIA VERTICAL E HORIZONTAL NA PONTE DOS TRÊS RIOS.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25509
770,28901,UNANIMIDADE,25510,30,2026,REQ,REQUERIMENTO,"INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TARTARUGA) NA RUA JOSÉ DE PAIVA VIDAL, PRÓXIMO AO RESIDENCIAL PARQUE ARVOREDO, LOCALIZADOS NO LOTEAMENTO SANTA RITA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25510
770,28902,UNANIMIDADE,25514,31,2026,REQ,REQUERIMENTO,"PATROLAMENTO E ENSAIBRAMENTO EM TODA EXTENSÃO DA RUA ANTONIO E LOPES DA SILVA, EM ANEXO A RUA ANTÓNIO JITKOSKI.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25514
770,28903,UNANIMIDADE,25511,32,2026,REQ,REQUERIMENTO,"MANUTENÇÃO DE CAIXA DE DRENAGEM NA RUA AMAZILIO LAVAL, EM FRENTE AO IMÓVEL Nº 72 LOCALIZADO NO BAIRRO PARTENOPE.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25511
770,28904,UNANIMIDADE,25512,33,2026,REQ,REQUERIMENTO,"MANUTENÇÃO ASFALTICA NA ESQUINA DA RUA ANTONIO MUNARI COM A RUA ROMUALDO PORTUGAL, LOCALIZADA NO BAIRRO BOM JESUS.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25512
770,28905,UNANIMIDADE,25513,38,2026,REQ,REQUERIMENTO,INSTALAÇÃO DE AR CONDICIONADO NO CIAC (CENTRO INTEGRADO DE ATENDIMENTO AO CIDADÃO).,Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25513
770,28906,UNANIMIDADE,25567,98,2026,REQ,REQUERIMENTO,"AMPLIAÇÃO DA LINHA DE ÓNIBUS ITAMBEZINO EM 2 KM, AVANÇANDO ATÉ A RUA CASEMIRO KARMAN.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25567
770,28907,UNANIMIDADE,25568,100,2026,REQ,REQUERIMENTO,"REVITALIZAÇÃO ASFÁLTICA NA RUA FLORINDO ZANETTI E TODA SUA EXTENSÃO, OURO VERDE.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25568
770,28908,UNANIMIDADE,25569,103,2026,REQ,REQUERIMENTO,REDUÇÃO DE TARIFA DE ÓNIBUS NO FINAL DE SEMANA.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25569
770,28909,UNANIMIDADE,25570,107,2026,REQ,REQUERIMENTO,"ROÇADA NA RUA JOÃO TIGRINHO DE FREITAS COM ANTÓNIO VIDAL, BAIRRO BOM JESUS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25570
770,28910,UNANIMIDADE,25555,82,2026,REQ,REQUERIMENTO,"SOLICITANDO INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TACHÕES/TARTARUGAS) NA AVENIDA GRALHA AZUL, PRÓXIMO AO MATERIAL DE CONSTRUÇÃO IAREKE, VILA GILCY, FERRARIA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25555
770,28911,UNANIMIDADE,25556,83,2026,REQ,REQUERIMENTO,"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DE CAMPO LARGO, SOLICITANDO PATRULHAMENTO OSTENSIVO DA GUARDA MUNICIPAL NAS RUAS CONDOR, BEM-TE-VI, R.C E AV. GRALHA AZUL, LOCALIZADAS NA VILA GILCY, FERRARIA.",Segurança pública,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25556
770,28912,UNANIMIDADE,25557,84,2026,REQ,REQUERIMENTO,"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DE CAMPO LARGO, SOLICITANDO INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TACHÓES/TARTARUGAS) NA AV. GRALHA AZUL, PRÓXIMO AOS NUMERAIS 550 E 449, VILA GILCY, CAMPO LARGO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25557
770,28913,UNANIMIDADE,25571,108,2026,REQ,REQUERIMENTO,"SOLICITANDO INSTALAÇÃO DE REDUTOR DE VELOCIDADE (TACHÓESITARTARUGAS) NA AV. BOM JESUS ESQUINA COM A RUA JOÃO GIONEDIS, BAIRRO BOM JESUS, CAMPO LARGO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25571
770,28914,UNANIMIDADE,25572,109,2026,REQ,REQUERIMENTO,"SOLICITANDO UMA PLACA INDICATIVA E A IMPLANTAÇÃO DE UMA COBERTURA DE PONTO DE ÔNIBUS DEFRONTE AO SUPERMERCADO SILVEIRA, LOCALIZADO NA AV. ARAPONGAS, DONA FINA, FERRARIA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25572
770,28915,UNANIMIDADE,25545,69,2026,REQ,REQUERIMENTO,"SOLICITA SEJA REALIZADO LIMPEZA E ROÇADA EM TODA EXTENSÃO DA RUA AVENIDA CRISTINA, JARDIM FLORESTAL, CAMPO LARGO - PR , DESTE MESMO MUNICÍPIO.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25545
770,28916,UNANIMIDADE,25546,70,2026,REQ,REQUERIMENTO,"IMPLANTAR REDE COLETORA DE ESGOTO EM TODA A EXTENSÃO DA RUA AV. AYRTON SENNA DA SILVA, 5390.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25546
770,28917,UNANIMIDADE,25547,71,2026,REQ,REQUERIMENTO,"REQUERER AO PODER EXECUTIVO DESTE MUNICIPIO, A CONCLUSÃO DA PAVIMENTAÇÃO ASFÁLTICA DA RUA: ANTONIO LUIZ RIVABEM.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25547
770,28918,UNANIMIDADE,25548,72,2026,REQ,REQUERIMENTO,"PAVIMENTAÇÃO ASFÁLTICA DA RUA OSCAR FERREIRA, BAIRRO AGUAS CLARAS, DESTE MUNICIPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25548
770,28919,UNANIMIDADE,25531,55,2026,REQ,REQUERIMENTO,"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DESTE MUNICÍPIO, SOLICITANDO CONSTRUÇÃO DE CABECEIRA (PROTEÇÃO LATERAL) NA PONTE LOCALIZADA NA RUA TEIXEIRA SOARES, NO BAIRRO SÃO VICENTE, DESTE MUNICÍPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25531
770,28920,UNANIMIDADE,25532,56,2026,REQ,REQUERIMENTO,"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DESTE MUNICÍPIO, SOLICITANDO CONSTRUÇÃO DE CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL (CMEI), NO BAIRRO JARDIM LISE, NESTE MUNICÍPIO.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25532
770,28921,UNANIMIDADE,25533,57,2026,REQ,REQUERIMENTO,"PEDIDO DE PROVIDÊNCIAS AO PODER EXECUTIVO DESTE MUNICÍPIO, SOLICITANDO INSTALAÇÃO DE UM TOLDO DE PROTEÇÃO NO TRAJETO ENTRE O ACESSO PRINCIPAL DA ESCOLA MUNICIPAL PEDRO KAMINSKI E A QUADRA ESPORTIVA.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25533
770,28922,UNANIMIDADE,25534,58,2026,REQ,REQUERIMENTO,"SOLICITANDO MEIO FIO, NA EXTENSÃO DA RUA DOS PERIQUITOS, DISTRITO DA FERRARIA, DESTE MUNICÍPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25534
770,28923,UNANIMIDADE,25535,59,2026,REQ,REQUERIMENTO,"SOLICITANDO MELHORIAS NO ESCOAMENTO DE ÁGUA, NA RUA DOS PERIQUITOS, EM TODA A EXTENSÃO, VILA GILCY, DISTRITO DA FERRARIA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25535
770,28924,UNANIMIDADE,25577,15,2026,REQ,REQUERIMENTO,"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA EUCLIDES DE ANDRADE, BATEIAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25577
770,28925,UNANIMIDADE,25578,16,2026,REQ,REQUERIMENTO,"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA ANGELO ZAMPIER, BATEIAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25578
770,28926,UNANIMIDADE,25579,17,2026,REQ,REQUERIMENTO,SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA EUCLIDES DE ALMEIDA.,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25579
770,28927,UNANIMIDADE,25580,18,2026,REQ,REQUERIMENTO,"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA MANOEL MARQUES DA ROCHA, BATEIAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25580
770,28928,UNANIMIDADE,25581,19,2026,REQ,REQUERIMENTO,"SUBSTITUIÇÃO DE LÂMPADAS COMUNS POR LÂMPADAS DE LED NA RUA MANOEL, BATEIAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25581
